TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,E_PACE,PACE,PIE,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,PACE_RANK,PIE_RANK,CFID,CFPARAMS
1610612749,Milwaukee Bucks,50,28,22,0.56,2410.0,102.4,102.9,99.5,101.2,2.9,1.7,0.588,1.43,16.8,0.312,0.648,0.484,0.161,0.489,0.53,89.6,88.65,0.512,1,11,11,11,19,7,17,13,21,8,11,20,27,24,8,4,7,22,14,10,Milwaukee Bucks
1610612750,Minnesota Timberwolves,50,25,25,0.5,2405.0,98.5,99.9,98.2,99.4,0.4,0.4,0.663,1.9,18.1,0.348,0.673,0.501,0.138,0.439,0.481,94.1,92.88,0.493,1,17,17,17,27,16,11,15,5,1,3,6,18,13,1,25,27,5,18,10,Minnesota Timberwolves
1610612751,New Jersey Nets,50,16,34,0.32,2410.0,96.3,96.9,100.6,101.2,-4.4,-4.2,0.546,1.23,14.3,0.328,0.682,0.496,0.159,0.434,0.485,94.3,93.76,0.466,1,25,25,25,19,27,16,25,26,24,27,15,8,15,5,28,26,2,24,10,New Jersey Nets
1610612752,New York Knicks,50,27,23,0.54,2420.0,96.2,97.2,94.3,95.8,1.9,1.3,0.598,1.2,15.9,0.303,0.671,0.494,0.181,0.463,0.509,89.5,88.27,0.515,1,13,13,13,10,25,4,14,17,25,21,25,20,18,26,17,16,24,13,10,New York Knicks
1610612753,Orlando Magic,50,33,17,0.66,2410.0,96.7,98.9,95.3,96.3,1.4,2.6,0.632,1.3,16.6,0.36,0.685,0.518,0.181,0.456,0.498,91.4,89.96,0.519,1,4,4,4,19,19,6,10,8,21,13,2,5,4,27,20,22,19,10,10,Orlando Magic
1610612755,Philadelphia 76ers,50,28,22,0.56,2430.0,96.8,97.8,94.6,95.4,2.2,2.3,0.564,1.14,14.7,0.356,0.679,0.515,0.179,0.439,0.494,91.4,90.63,0.518,1,11,11,11,5,24,3,11,25,26,26,4,9,6,25,24,24,16,11,10,Philadelphia 76ers
1610612756,Phoenix Suns,50,27,23,0.54,2410.0,103.4,103.8,99.9,101.6,3.5,2.2,0.695,1.83,19.1,0.306,0.671,0.489,0.148,0.481,0.526,92.6,91.56,0.529,1,13,13,13,19,4,19,12,3,2,1,24,19,22,3,8,9,7,5,10,Phoenix Suns
1610612757,Portland Trail Blazers,50,35,15,0.7,2435.0,101.4,102.8,94.9,96.1,6.6,6.6,0.614,1.39,16.6,0.345,0.687,0.519,0.167,0.473,0.521,92.1,90.85,0.556,1,3,3,3,4,9,5,3,12,12,14,7,4,3,12,13,11,13,4,10,Portland Trail Blazers
1610612758,Sacramento Kings,50,27,23,0.54,2440.0,99.9,101.2,100.0,101.5,-0.1,-0.4,0.589,1.34,16.4,0.328,0.654,0.493,0.17,0.479,0.514,98.8,97.45,0.494,1,13,13,13,1,13,18,17,20,15,18,16,26,19,15,12,14,1,16,10,Sacramento Kings
1610612759,San Antonio Spurs,50,37,13,0.74,2415.0,101.3,102.7,92.1,93.6,9.2,9.1,0.633,1.45,17.3,0.329,0.674,0.512,0.168,0.479,0.523,91.2,89.89,0.582,1,1,1,1,13,10,1,1,7,6,6,14,14,9,13,11,10,20,2,10,San Antonio Spurs
1610612760,Seattle SuperSonics,50,25,25,0.5,2420.0,101.8,103.2,103.3,104.2,-1.6,-1.0,0.619,1.42,16.7,0.344,0.673,0.506,0.166,0.481,0.519,92.3,91.26,0.49,1,17,17,17,10,6,26,18,11,9,12,8,16,11,10,9,13,9,19,10,Seattle SuperSonics
1610612761,Toronto Raptors,50,23,27,0.46,2415.0,98.8,99.8,100.5,101.8,-1.7,-2.0,0.624,1.3,16.1,0.359,0.675,0.515,0.175,0.45,0.504,91.7,90.69,0.489,1,19,19,19,13,17,21,20,10,22,20,3,13,7,21,22,18,15,20,10,Toronto Raptors
1610612762,Utah Jazz,50,37,13,0.74,2435.0,102.7,104.1,95.5,96.7,7.2,7.4,0.715,1.48,19.0,0.329,0.677,0.516,0.182,0.485,0.545,89.6,88.41,0.591,1,1,1,1,2,3,7,2,1,4,2,13,12,5,28,7,2,23,1,10,Utah Jazz
1610612763,Vancouver Grizzlies,50,8,42,0.16,2435.0,95.4,97.0,105.1,106.3,-9.6,-9.3,0.586,1.14,15.3,0.342,0.645,0.49,0.185,0.447,0.498,91.6,90.33,0.427,1,29,29,29,2,26,27,27,22,27,24,9,29,21,29,23,21,18,27,10,Vancouver Grizzlies
1610612764,Washington Wizards,50,18,32,0.36,2410.0,98.3,99.7,101.0,102.1,-2.7,-2.3,0.602,1.45,16.8,0.308,0.673,0.488,0.161,0.468,0.507,92.2,91.12,0.476,1,24,24,24,19,18,22,22,15,7,10,23,17,23,7,15,17,10,21,10,Washington Wizards
