TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,E_PACE,PACE,PIE,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,PACE_RANK,PIE_RANK,CFID,CFPARAMS
1610612737,Atlanta Hawks,82,56,26,0.683,3961.0,105.4,106.3,98.9,100.0,6.5,6.2,0.554,1.27,15.5,0.334,0.67,0.505,0.168,0.498,0.542,89.6,88.7,0.539,1,7,7,7,18,9,3,4,27,23,28,14,9,8,12,12,12,26,4,10,Atlanta Hawks
1610612738,Boston Celtics,82,15,67,0.183,3981.0,100.8,102.8,108.8,110.1,-8.0,-7.2,0.584,1.34,16.1,0.329,0.658,0.482,0.167,0.474,0.52,98.3,96.82,0.434,1,28,28,28,5,22,27,27,22,18,20,17,19,27,11,24,24,2,28,10,Boston Celtics
1610612766,Charlotte Hornets,82,54,28,0.659,3961.0,108.0,109.1,105.6,107.0,2.4,2.1,0.676,1.68,19.2,0.316,0.661,0.495,0.162,0.518,0.562,91.1,90.08,0.528,1,9,9,9,21,4,22,11,2,4,3,27,16,20,5,3,2,22,10,10,Charlotte Hornets
1610612741,Chicago Bulls,82,69,13,0.841,3946.0,111.1,112.4,99.2,100.6,12.0,11.8,0.654,1.93,19.4,0.374,0.67,0.524,0.147,0.511,0.547,92.7,91.52,0.586,1,1,1,1,29,1,4,1,6,1,2,2,10,2,2,5,7,17,2,10,Chicago Bulls
1610612739,Cleveland Cavaliers,82,42,40,0.512,3971.0,102.0,102.7,99.4,100.8,2.6,1.9,0.634,1.44,17.5,0.322,0.681,0.499,0.17,0.493,0.531,85.2,84.35,0.512,1,14,14,14,7,24,5,12,10,11,10,25,5,16,14,15,18,29,13,10,Cleveland Cavaliers
1610612742,Dallas Mavericks,82,24,58,0.293,3961.0,98.0,99.5,105.7,106.0,-7.7,-6.5,0.591,1.26,16.0,0.332,0.65,0.488,0.177,0.469,0.509,91.5,90.71,0.448,1,24,24,24,20,28,16,24,20,26,24,15,25,26,23,28,27,20,26,10,Dallas Mavericks
1610612743,Denver Nuggets,82,21,61,0.256,3986.0,101.2,103.1,108.2,109.7,-7.0,-6.6,0.644,1.39,17.4,0.324,0.666,0.496,0.175,0.486,0.53,95.2,93.69,0.461,1,26,26,26,1,20,25,25,8,13,11,21,14,19,19,18,19,5,23,10,Denver Nuggets
1610612765,Detroit Pistons,82,54,28,0.659,3966.0,107.9,108.4,101.3,102.6,6.6,5.8,0.55,1.49,16.0,0.302,0.675,0.492,0.146,0.512,0.554,86.9,86.14,0.53,1,9,9,9,15,5,10,6,28,8,23,28,8,22,1,4,5,28,8,10,Detroit Pistons
1610612744,Golden State Warriors,82,30,52,0.366,3981.0,104.1,105.1,108.9,110.2,-4.8,-5.1,0.608,1.29,16.8,0.347,0.648,0.497,0.181,0.493,0.543,94.7,93.67,0.464,1,21,21,21,6,11,28,23,15,21,15,7,27,18,28,16,11,6,22,10,Golden State Warriors
1610612745,Houston Rockets,82,57,25,0.695,3971.0,105.8,107.4,101.4,102.7,4.4,4.7,0.663,1.47,18.7,0.318,0.692,0.514,0.178,0.52,0.56,94.1,92.79,0.536,1,4,4,4,14,7,11,7,3,10,5,26,2,5,25,2,3,8,7,10,Houston Rockets
