PLAYER_ID,RANK,PLAYER,TEAM,GP,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PTS,EFF
1629019,115,Allonzo Trier,NYK,13,24.0,3.8,7.8,0.49,0.7,1.6,0.429,3.2,3.6,0.872,0.6,2.0,2.6,1.2,0.5,0.4,1.8,11.5,10.1
202714,116,Shelvin Mack,MEM,11,25.8,4.3,7.9,0.54,1.3,2.5,0.519,1.6,2.4,0.692,0.4,1.8,2.2,3.5,1.1,0.1,1.4,11.5,12.6
1628386,117,Jarrett Allen,BKN,13,26.4,4.5,7.5,0.602,0.2,0.7,0.222,2.2,3.5,0.609,2.5,5.4,7.8,1.8,0.7,1.9,1.2,11.4,18.0
1626224,118,Cedi Osman,CLE,11,30.6,4.2,11.3,0.371,1.5,4.6,0.333,1.5,1.9,0.762,1.0,4.0,5.0,2.5,0.7,0.3,2.8,11.4,9.5
202324,118,Derrick Favors,UTA,11,22.4,4.5,8.1,0.551,0.4,1.3,0.286,2.1,3.3,0.639,3.5,3.5,7.1,0.5,0.7,1.4,1.2,11.4,15.1
203496,120,Robert Covington,PHI,13,33.8,3.8,9.0,0.427,2.3,5.9,0.39,1.3,1.8,0.739,0.5,4.6,5.2,1.1,1.8,1.8,1.7,11.3,13.8
203924,121,Jerami Grant,OKC,12,29.9,3.9,8.3,0.475,0.9,3.0,0.306,2.5,3.7,0.682,1.0,4.0,5.0,1.5,1.1,1.1,1.0,11.3,13.4
1628469,122,Antonio Blakeney,CHI,13,17.6,4.3,9.2,0.467,1.4,2.9,0.474,1.2,1.9,0.64,0.2,2.2,2.3,0.6,0.3,0.2,0.5,11.2,8.5
201158,123,Marco Belinelli,SAS,11,22.4,3.8,9.7,0.393,1.5,4.6,0.333,2.0,2.3,0.88,0.3,1.8,2.1,1.7,0.8,0.1,0.9,11.2,8.8
203967,124,Dario Saric,PHI,13,30.5,3.7,10.2,0.364,1.6,5.4,0.3,2.1,2.3,0.9,1.6,5.0,6.6,2.0,0.3,0.2,1.9,11.1,11.6
1626167,124,Myles Turner,IND,13,26.8,4.5,9.3,0.488,0.2,1.2,0.125,1.8,2.4,0.774,1.4,3.5,4.9,1.2,0.4,2.4,1.6,11.1,13.0
201959,126,Taj Gibson,MIN,13,27.5,4.6,8.8,0.526,0.5,1.3,0.412,1.2,1.8,0.667,3.1,4.1,7.2,1.5,1.2,0.8,1.0,11.0,15.8
201937,127,Ricky Rubio,UTA,12,30.9,3.5,10.3,0.339,1.2,4.2,0.28,2.8,3.1,0.892,0.3,3.0,3.3,7.9,1.4,0.2,3.3,10.9,13.2
201936,128,Tyreke Evans,IND,12,19.7,4.0,9.8,0.407,1.3,3.3,0.385,1.4,2.2,0.654,0.3,1.9,2.2,2.5,0.9,0.5,1.7,10.7,8.5
203490,129,Otto Porter Jr.,WAS,11,28.6,4.2,9.4,0.447,1.5,4.0,0.364,0.8,1.0,0.818,0.8,3.9,4.7,1.5,1.5,0.7,0.6,10.6,13.1
201145,130,Jeff Green,WAS,12,24.9,3.8,7.8,0.484,0.7,2.6,0.258,2.4,2.5,0.967,1.6,3.5,5.1,0.9,0.4,0.7,1.4,10.6,12.2
1628380,130,Zach Collins,POR,12,21.5,3.7,6.4,0.571,0.8,2.1,0.4,2.4,2.8,0.853,1.2,3.1,4.3,1.0,0.3,1.3,1.6,10.6,12.8
1626168,132,Trey Lyles,DEN,12,21.7,3.8,9.3,0.411,0.7,3.3,0.205,2.2,3.1,0.703,0.7,4.6,5.3,1.9,0.8,0.5,1.7,10.5,10.8
201571,133,D.J. Augustin,ORL,12,27.1,3.3,7.7,0.424,1.6,3.8,0.413,2.3,2.6,0.903,0.8,1.7,2.5,4.8,0.5,0.0,1.1,10.4,12.5
2772,133,Trevor Ariza,PHX,12,33.9,3.3,8.8,0.371,1.9,5.6,0.343,2.0,2.3,0.889,0.5,5.3,5.8,3.4,0.8,0.3,1.7,10.4,13.3
202330,135,Gordon Hayward,BOS,11,25.1,3.7,9.5,0.394,1.3,4.0,0.318,1.5,1.9,0.762,0.9,4.3,5.2,2.6,0.8,0.3,1.2,10.2,11.7
202397,135,Ish Smith,DET,11,27.6,4.2,9.5,0.438,1.4,3.9,0.349,0.5,0.6,0.714,0.1,2.1,2.2,3.4,0.8,0.4,1.4,10.2,10.0
201988,135,Patty Mills,SAS,11,27.7,3.5,8.5,0.419,2.0,4.6,0.431,1.1,1.5,0.75,0.4,3.2,3.5,1.9,0.4,0.3,1.3,10.2,9.7
202684,138,Tristan Thompson,CLE,12,28.4,4.7,8.8,0.528,0.0,0.0,0.0,0.8,1.6,0.526,4.4,5.8,10.2,1.8,0.8,0.3,1.4,10.2,16.9
200765,139,Rajon Rondo,LAL,9,27.2,4.3,8.9,0.488,1.0,2.1,0.474,0.4,0.9,0.5,1.0,3.7,4.7,7.0,1.2,0.0,2.6,10.1,15.4
202693,140,Markieff Morris,WAS,11,25.3,3.7,8.6,0.432,1.2,3.7,0.317,1.5,1.7,0.842,0.7,3.7,4.5,2.2,0.5,0.8,1.5,10.1,11.3
202323,141,Evan Turner,POR,12,25.3,4.3,8.3,0.51,0.3,1.4,0.235,1.3,1.9,0.652,0.3,4.8,5.1,4.3,0.9,0.3,1.8,10.1,14.2
